"annotation_id","annotator","comment","created_at","id","lead_time","sentiment","updated_at"
79,"1","Lo del minuto 14:00 si tiene solucion, si el cruce de los primeros 8 con los ganadores del play off se usa de nuevo la clasificacion de la ronda de liga. Es decir no tomar los cruces prestablecidos si no tomar los cruces una vez se conocen los ganadores.","2025-02-28T10:26:11.652151Z",78,3.614,"Irrelevant","2025-02-28T10:26:11.652204Z"
80,"1","Sobre la primera objeción, contradigo a Pablo con esto: el City siempre pero siempre le tocaba un grupo demasiado fácil. Es la primera vez, gracias a la liguilla, que veamos a un City que sí sufrió (no solo por su mal momento eh, que eso llegó después)","2025-02-28T10:26:16.504298Z",79,2.926,"Irrelevant","2025-02-28T10:26:16.504352Z"
81,"1","Lo de la justicia es relativo, porque así si todos los equipos se enfrenten en el mismo grupo entre todos, no lo hacen en las mismas condiciones, por eso siempre ganan los grandes, este nuevo formato da la oportunidad a equipos más humildes, como el caso del Lille, de clasificar como cabeza de serie para octavos","2025-02-28T10:26:20.810700Z",80,2.82,"Irrelevant","2025-02-28T10:26:20.810753Z"
82,"1","Pues a mí me gusta, qué queréis que os diga. He visto 4 partidos de 144 y 2 el último día en el pub, conteniéndome la risa mientras veía el City y la pareja q tenía al lado sufría a más no poder. Les di suerte al final, y les estuve a punto de decir q en dieciseisavos los eliminaríamos (soy fan del Madrid, y deseaba no sabéis cuanto que tocara lo que al final ha tocado 🫶) Felicidades al Madrid por la Decimosexta","2025-02-28T10:26:27.448586Z",81,2.861,"Positive","2025-02-28T10:26:27.448642Z"
83,"1","únicamente decir que jugar contra una muestra representativa nunca puede significar jugar contra toda la población. Sino dejaría de ser una muestra. Buen vídeo.","2025-02-28T10:26:35.383554Z",82,6.168,"Irrelevant","2025-02-28T10:26:35.383607Z"
84,"1","El formato este año me ha gustado porque equipos a piori de menor nivel mundial han entrado en el top 8 y equipos elite las han pasado canutas para entrar en el top 24","2025-02-28T10:26:45.203419Z",83,7.477,"Positive","2025-02-28T10:26:45.203478Z"
85,"1","Yo creo que lo mejor que se puede hacer es que en vez de haber un dieciseisavos de final como “play offs” deberían crearse un deciseisavos sumando a los primeros ocho, asi habrán mas clubes eliminados una vez terminados los 8 partidos","2025-02-28T10:26:52.289703Z",84,5.032,"Irrelevant","2025-02-28T10:26:52.289756Z"
86,"1","pues muy de acuerdo con vosotros, habéis dicho todo lo que me cuadra y lo que no me cuadra del formato","2025-02-28T10:27:01.324147Z",85,7.335,"Irrelevant","2025-02-28T10:27:01.324198Z"
87,"1","Estoy convencido de que si el City hubiera sido eliminado este video se llamaría ""¿Por qué amamos el nuevo formato de la Champions league?""

(No he visto el video)","2025-02-28T10:27:07.031759Z",86,3.043,"Irrelevant","2025-02-28T10:27:07.031809Z"
88,"1","todo lo que no sea un formato de liga regular siempre será injusto.","2025-02-28T10:27:13.421827Z",87,4.922,"Negative","2025-02-28T10:27:13.421882Z"
89,"1","Pues a mi si que me gustó este nuevo formato, hay el factor suerte con el camino q te toca, pero tiene mucha mas emocion!","2025-02-28T10:27:19.712615Z",88,4.734,"Positive","2025-02-28T10:27:19.712754Z"
90,"1","Me causa gracia que digan que el gran problema es que solo se eliminen el 33% de los equipos, que les estas regalando seguir en competición. Pero que incluso en el formato anterior, te regalaban la entrada a una competición y con gran opción de ganarla incluso. Porque si entras a champions es porque eres mucho mejor que varios equipos de Europa league, entonces pongan en una balanza que es más regalo, darte mayor opción de seguir en competencia o darte acceso libre a otra competición con una potencial recompensa mayor. Porque que te den más oportunidad de seguir en chamoioms no te asegura ganar la champions, de hecho el porcentaje es igual o menor dependiendo los cruces, en cambio el porcentaje de ganar la Europa league siendo equipo de champions es mucho mayor (formato anterior).","2025-02-28T10:27:23.052953Z",89,1.784,"Irrelevant","2025-02-28T10:27:23.053083Z"
91,"1","13:54 La única forma de salvar este formato play off es que una vez acabado el playoff y sepas quienes se clasifican los emparejes por la clasificion de la fase de grupos. Si por ejemplo del play off pasan los que en fase de grupo quedaron 9, 10, 13, 15, 16, 17, 21 y 22. pues los octavos serían 1 vs 22, 2 vs 21, 3 vs 17 etc.","2025-02-28T10:27:32.190106Z",90,7.561,"Irrelevant","2025-02-28T10:27:32.190156Z"
92,"1","16:05 eliminarias a esos 12 para la fecha 6, y juegas hasta 10 jornadas, quitas playoffs y octavos y saltas directo a cuartos?","2025-02-28T10:27:38.164213Z",91,3.922,"Irrelevant","2025-02-28T10:27:38.164263Z"
93,"1","según ustedes los equipos con un 70 a 80% en el top 8 lo tenían fácil.... el milan 75% cayó del top 8 el aston villa estuvo hasta el minuto 95 a un gol del atalanta de quedar fuera del top 8.
Además si se cargan los playoff al 15 le toca el segundo y el psg seguiría jugando vs el barcelon, los play off le dan un mayor beneficio al los líderes (descanso, partidos más accesibles) y a los equipo con caledario dificil puedan jugarse un mano a mano contra equipos que la tuvieron más fácil, eliminando esa injusticia q habla nacho gonzalez","2025-02-28T10:27:41.962060Z",92,2.374,"Irrelevant","2025-02-28T10:27:41.962114Z"
94,"1","30 equipos.
10 partidos en fase liga contra 10 equipos diferentes.
8 primeros: cuartos, ida y vuelta. 1° vs 8° , 2° vs 7° , etc... Después sorteo puro.
Semis (miércoles) y final (sábado) a partido único en sede única.","2025-02-28T10:27:46.156072Z",93,2.718,"Irrelevant","2025-02-28T10:27:46.156141Z"
95,"1","El ser humano le teme al cambio, y se queja cuando no sabe adaptarse a lo nuevo.

La verdad es que en líneas generales el nuevo formato es aún mejor para el espectador y dueños de clubes y ligeramente peor para jugadores staff y cuerpo técnico.

Se puede usar el argumento del Celtic de que le toco calendario fácil, cuando con el formato anterior cada año algún equipo tenía suerte ya sea en sorteo de eliminatoria o un grupo fácil.

Incluso podrías culpar al formato por hundir al Leipzing, aunque les tocó casi de seguido jugar contra los vengadores (Atleti, Juve, Liverpool, Inter, Villa) cuando tocaba ganar no lo hicieron ante el Celtic y Sturm Graz. De lo mismo se pudo quejar el Newcastle la temporada pasada que tuvo que medirse con el Dortmund PSG y Milan y aunque jugó increíble cada partido terminó último. Y esto así es.

Al final esto es fútbol y aunque la suerte es un factor importante y muchas veces determinante, aún más importante es la suerte que se forjan los que en ese momento influyen para que los buenos resultados se den.","2025-02-28T10:27:51.840632Z",94,3.992,"Irrelevant","2025-02-28T10:27:51.840684Z"
96,"1","aún se pueden dar todos los octavos que hubieran salido si se clasificaran los 16 primeros y se siguiera eso del 1º contra el 16º, el 2º contra el 15º etc... Liverpool/Benfica, Barcelona/Paris, Arsenal/PSV, Inter/Milan, Atlético/Bayern, Leverkusen/Madrid, Lille/Dortmund, Villa/Atalanta.","2025-02-28T10:27:56.051625Z",95,2.63,"Irrelevant","2025-02-28T10:27:56.051677Z"
97,"1","Estan olvidando que es la primera edicion yo creo que clubes grandes se la rascaron confiandose que estarian entre los 8 primeros seguro , caso bayern R madrid PSG man city , y es una grata sorpresa que clubes mas humildes hayan ganado esos puestos , pero yo creo que el siguiente año será una batalla mas reñida para evitar ese play off que te puede joder el calendario","2025-02-28T10:28:03.013005Z",96,4.285,"Irrelevant","2025-02-28T10:28:03.013079Z"
98,"1","El primer argumento en contra no lo comparto.
City tuvo diferente calendario al celtic para acceder a la siguiente fase. Exactamente lo mismo que pasaba en el otro formato.

El resto de argumentos en contra y a favor los comparto, buen video","2025-02-28T10:28:08.030002Z",97,3.576,"Irrelevant","2025-02-28T10:28:08.030057Z"
99,"1","Otro punto negativo del nuevo formato: te hace depender de tener un canal multi-champions que muestre los goles de todos los partidos, ya no puedes mirar 2 partidos a la vez y tener el grupo controlado. Y hay países donde el formato multi-champions no existe en el directo","2025-02-28T10:28:12.360521Z",98,2.727,"Negative","2025-02-28T10:28:12.360574Z"
100,"1","Es buen formato, lo de que los dos primeros no se puedan enfrentar hasta la final pues da meritos el que mas punto haga va a tener mas a favor las cosas","2025-02-28T10:28:17.085225Z",99,2.986,"Positive","2025-02-28T10:28:17.085275Z"
101,"1","A falta de ver como quedan los octavos, por ahora me gusta el formato. Eso sí, yo limitaría la clasificación en liga sólo a los primeros 16.","2025-02-28T10:28:25.088453Z",100,6.384,"Irrelevant","2025-02-28T10:28:25.088504Z"
102,"1","Este formato premia a la consistencia, el anterior, con ganar 2 y empatar uno estabas prácticamente clasificado","2025-02-28T10:28:32.725663Z",101,5.848,"Irrelevant","2025-02-28T10:28:32.725716Z"
103,"1","Viendo esto, creo que la clave puede ser mantener la liga, pero eliminar el play-off y volver a los 16 equipos. Aquí si que podiramos ver una lucha más intensa.","2025-02-28T10:28:44.020511Z",102,8.756,"Irrelevant","2025-02-28T10:28:44.020561Z"
104,"1","El formato me gusta, hubiera mejorado mas que sea del 1 al 16

Los demas fuera y que la ventaja de quedar mas arriba  sea definir todo de local .

Y que juegue el 1 vs 16, 2 vs 15 etc","2025-02-28T10:28:47.575451Z",103,1.942,"Irrelevant","2025-02-28T10:28:47.575514Z"
105,"1","Hay dos problemas que plantearon que se solucionan muy fácil. Uno no lo hará la UEFA porque no quiere, que es que sea un sistema Suizo. Entre el sorteo del 31 de Enero y el primer partido Playoff hay 11 días. se entiende entonces que ese tiempo es suficiente para estar en condiciones de recibir un partido, la venta de entrada, pasajes, ""venta"" en TV, etc. Entre los partidos de esta edición siempre existió  ese tiempo, Se sortea el primer partido y a partir de ahí se aplican criterios de desempate para definir el próximo.
El tema de los cruces entre los primeros 8 y los restantes 16 que completan los 24 clasificados de la fase de liga debería ser: 9 vs 24, 10 vs 23, 11 vs  22... Los clasificados se ordenaran según su puesto en la fase de liga y de esa manera se enfrentan a los que quedaron entre 1ro y 8vo. Podrá ser 1ro contra 24to si hubiese este último ganado al 9no, sino podrá ser el 23ro o quien sea el peor clasificado (Como poco el 16to).

PD: Todos los que quieren la Superliga y la comparan con la NBA se olvidan que en la NBA hay equipos que igual están 1 década  no compitiendo a nada. Quiero ver cuanto aguanta un fanático del Manchester United o Tottenham viéndose en el fondo de una tabla y comiéndose palizas cada 1 o 2 semanas.","2025-02-28T10:28:50.922229Z",104,1.958,"Irrelevant","2025-02-28T10:28:50.922281Z"
106,"1","con el formato que ha dicho pablo de grupos de 6 y pasan los 2 primeros, los equipos mas pequeños no tendrian ni una opcion de pasar","2025-02-28T10:28:55.481316Z",105,3.208,"Irrelevant","2025-02-28T10:28:55.481366Z"
107,"1","A mi ni me gusta ni no me gusta, necesito más temporadas, pero me da la sensación que están dando datos ciertos pero analizándolos como más les conviene","2025-02-28T10:29:04.540329Z",106,7.509,"Negative","2025-02-28T10:29:04.540384Z"
108,"1","Entiendo que no les guste el formato pero siento que le tiran demasiado hate. Toda la temporada se la han pasado tirándole . A mi me gustó bastante. ","2025-02-28T10:29:13.620764Z",107,7.079,"Positive","2025-02-28T10:29:13.620814Z"
109,"1","Si estás acostumbrado a ver deporte estadounidense, el formato te tiene que gustar , se puede mejorar pero está muy interesante 13:57 las trampas que estáis haciendo para explicar que no os gusta ","2025-02-28T10:29:21.402574Z",108,5.536,"Irrelevant","2025-02-28T10:29:21.402630Z"
110,"1","Yo solo sé que la fase de grupos anterior era aburridisima xd","2025-02-28T10:29:30.573886Z",109,7.765,"Irrelevant","2025-02-28T10:29:30.573937Z"
111,"1","6:30 Habla sobre la injusticia de este formato, llevan años diciendo que esta competencia es solo para equipoas grandes y no tienen en cuenta a los chicos, literalmente el PSG jugó contra equipos de su nivel y el Celtic con equipos del suyo, ya no se entiende más que carajo quieren. ","2025-02-28T10:29:34.547887Z",110,2.309,"Irrelevant","2025-02-28T10:29:34.547937Z"
112,"1","Yo pensé que el formato iba a ser peor, pero no obsta a que no me guste. Me confunde el calendario y me jode que los grandes tengan 0 probabilidad de caer","2025-02-28T10:29:48.424038Z",111,12.241,"Negative","2025-02-28T10:29:48.424094Z"
113,"1","El play off es justo, tened en cuenta que no es todos contra todos, así te puedes limpiar equipos que hayan tenido suerte en el calendario. Además, la clasificación es muy estrecha, no hay mucha diferencia de puntos entre el 24 y el 8","2025-02-28T10:29:52.745733Z",112,2.848,"Irrelevant","2025-02-28T10:29:52.745784Z"
114,"1","A mi me gusta porque:
1) le da la oportunidad a equipos chicos que puedan clasificar.
2) da partidos interesantes en donde  si sacas calculadora puedes terminar saliendo los ejemplos claros: real Madrid y psg.
3) lo mas importante le da un buen premio a los dos mejores equipos.
Dicho esto los dos formatos son malosimos pero este me parece mejor
Ahora con respecto a si es un castigo o no, si lo es y podríamos verlo incluso en este año con el real Madrid que esta siendo castigado por las lesiones y encima tiene dos partidos mas que su perseguidor el atlético, si no administra bien las cargas podria perder la liga por ese ""premio"" como dice nacho","2025-02-28T10:29:56.692552Z",113,2.366,"Positive","2025-02-28T10:29:56.692606Z"
115,"1","Mi propuesta sería dos grupos de 18 y pasan los 8 primeros de cada grupo a octavos. Y luego enfrentarse 1 vs 8 y así sucesivamente. Quizás puedes meter un sorteo en cuartos/semis.","2025-02-28T10:30:00.241822Z",114,2.012,"Irrelevant","2025-02-28T10:30:00.241875Z"
116,"1","la única opción para mantener el play-in sería imitar el sistema de la NFL. Mantener los mismos cruces de repesca y luego enfrentar el equipo de peor clasificación contra el 1º de la liga y así ir haciendo los cruces de octavos","2025-02-28T10:30:32.692910Z",115,2.469,"Irrelevant","2025-02-28T10:30:32.692960Z"
117,"1","No estoy de acuerdo en que la anterior champions fuera más justa. Si te tocaba el grupo de la muerte la desviación era doblemente grave porque jugabas dos veces contra los cocos. En un sistema de partido único la probabilidad de que te toquen los cocos es mucho menor. No es lícito comparar las probabilidades intragrupo de la anterior champions, hay que comparar las probabilidades de pasar de todos con todos antes del sorteo de los grupos.","2025-02-28T10:30:36.960852Z",116,3.121,"Negative","2025-02-28T10:30:36.960906Z"
118,"1","creo que la idea era dejarle fácil la clasificación a los grandes, darle mass posibilidades de llegar a los play off. desde un principio simpre fue competir contra la superliga eso estaba claro.","2025-02-28T10:30:45.407739Z",117,7.62,"Irrelevant","2025-02-28T10:30:47.857114Z"
119,"1","A mi me gusta bastante este formato la verdad, me lo paso muy bien viendo todos los diferentes enfrentamientos, mejor que las revanchas","2025-02-28T10:30:52.441250Z",118,2.608,"Positive","2025-02-28T10:30:52.441302Z"
120,"1","CREO QUE EL LUGAR 25 DEBE DAR ALGUN PREMIO COMO REPECHAJE SEGURO EN LA SIGUIENTE CHAMPIONS PARA QUE TAMBIEN LOS 12 ELIMINADOS SE JUEGUEN ALGO","2025-02-28T10:30:57.611332Z",119,2.382,"Irrelevant","2025-02-28T10:30:57.611384Z"
121,"1","La ubica forma de que la Champions League sea un torneo ""justo"" es que no exista el Azar ni la suerte ni eliminatorias, y para eso se necesita de un formato de liga regular todos contra todos.","2025-02-28T10:31:03.015241Z",120,3.515,"Irrelevant","2025-02-28T10:31:03.015292Z"
122,"1","Me gusta este formato, o al menos más que el anterior, pero habéis expuesto muy bien las cosas que se tendrían que mejorar.","2025-02-28T10:31:55.783708Z",121,5.969,"Positive","2025-02-28T10:31:55.783760Z"
123,"1","Me alegra no ser el único que notó el problema de los play-off. La solución es muy sencilla:

1  [2423]
2  [2221]
3  [2019]
4  [1817]
5  [1615]
6  [1413]
7  [1211]
8  [1009]

Definiendo siempre en casa del mejor posicionado. Le da mucho más mérito e importancia a la posición final de la Tabla General.","2025-02-28T10:32:00.932169Z",122,3.366,"Irrelevant","2025-02-28T10:32:00.932222Z"
124,"1","La decepción es que todos los grandes clasificaron y seguramente los años proximos pase lo mismo. Si mirabas la tabla la penultima fecha parecia que iba a tener un final entretenido, pero despues mirabas los partidos que habia en la ultima fecha y eran todos predecibles. No dejaron ningún partido entre grandes para la ultima fecha.","2025-02-28T10:32:05.602497Z",123,2.906,"Irrelevant","2025-02-28T10:32:05.602547Z"
125,"1","Pero a los equipos que juegan play off, añade más partidos  a su calendario en el cual pueden aparecer lesiones","2025-02-28T10:32:10.044864Z",124,2.854,"Irrelevant","2025-02-28T10:32:10.044931Z"
126,"1","Yo cambiaría la fase de liga por lo siguiente:

- 4 grupos de 8 equipos, donde hayan 2 equipos de cada bombo (habrían 4 bombos), y se enfrenten entre si con solo partidos de ida.
- Se clasifiquen los 4 primeros de cada grupo, te quedan 16 equipos y por lo que luego ya seria lo normal, octavos, cuartos, semis y final.
- El sorteo de octavos lo haría con 4 bombos, donde el bombo de los 1ros se enfrenten al bombo de los 4tos, y el bombo de los 2dos contra el bombo de los 3ros.
- Ya en cuartos de final sorteo el camino hasta el final, y todos los equipos clasificados a cuartos de final en un mismo bombo.","2025-02-28T10:32:13.112314Z",125,1.579,"Irrelevant","2025-02-28T10:32:13.112364Z"
127,"1","Otra solución que veo a lo de los emparejamientos injustos tras el play-off es que constantemente se tenga en cuenta la clasificación de la liguilla, es decir: que el equipo con mejor clasificación en la liguilla se enfrente en cada ronda al peor clasificado de los que sigue vivo y viceversa. Entonces si el Brujas pasa el play-off le toca directamente contra el Liverpool y si es el Atalanta el que clasifica se enfrenta al Villa","2025-02-28T10:32:17.285187Z",126,2.554,"Irrelevant","2025-02-28T10:32:17.285238Z"
128,"1","Antes el formato me parecía una mierda. Ahora? Una puta mierda. Saludos a ambos","2025-02-28T10:32:23.050587Z",127,4.151,"Negative","2025-02-28T10:32:23.050659Z"
129,"1","Este formato solo tendría sentido si pasasen menos equipos, es decir, que directamente pasasen los 4 primeros a cuartos y del 5 al 12 se enfrenten en unos hipotéticos octavos, y que los ganadores se enfrenten en cuartos a los 4 primeros y los perdedores por ejemplo a europa league. Ya después de cuartos sorteo a cara de perro para semis y final.. lo veo más que nada porque solo pasarían 4 y del 5 al 12 tendrían opciones,.pero no 24 que me parecen más de la mitad de equipos que hay","2025-02-28T10:32:28.397598Z",128,3.605,"Irrelevant","2025-02-28T10:32:28.397657Z"
130,"1","Me recuerda a mi gloriosa Liga MX.
Clasifican casi todos, al inicio todos se rascan las bol@s, al final se ponen las pilas porque tienen muchas probabilidades de clasificar, y lo que viene es que los peor clasificados eliminana a los primeros y el 1er lugar casi nunca o nunca es campeon.
Es bueno o malo? Si","2025-02-28T10:32:31.582610Z",129,1.596,"Irrelevant","2025-02-28T10:32:31.582661Z"
131,"1","A opinión personal, el tema de playoff como ""salvavidas"" para los grandes me parece igual que el ""caer""  la Europa League, donde equipos con United o Barza han agradecido caer en otras temporadas","2025-02-28T10:32:35.869287Z",130,2.678,"Irrelevant","2025-02-28T10:32:35.869395Z"
132,"1","Stuttgart vs Paris fue importante también, de hecho uno quedó fuera de ese duelo","2025-02-28T10:32:39.860602Z",131,2.323,"Irrelevant","2025-02-28T10:32:39.860653Z"
133,"1","Me parece bien 1 al 16 pero yo diria, los primeros 14, y los ultimos 2 cupos, los disputo entre el 15 vs 18 y el 16 vs 17, para darle mas picante","2025-02-28T10:32:43.518080Z",132,1.801,"Irrelevant","2025-02-28T10:32:43.518164Z"
134,"1","Me encanta es te nuevo formato, punto.","2025-02-28T10:32:48.527328Z",133,3.355,"Positive","2025-02-28T10:32:48.527382Z"
135,"1","Me hace gracia que os quejáis de que no es justo pero luego queréis sorteo que es pura suerte","2025-02-28T10:32:52.244307Z",134,2.207,"Irrelevant","2025-02-28T10:32:52.244362Z"
136,"1","Viendo que a la UEFA le interesa que se juegue el mayor número de partidos mejor, es bastante difícil que hagan solo clasificados desde el núm.16 como muchos decís, en lo que yo estoy de acuerdo. Ahora propongo un pequeño cambio para premiar a los que quedan en el top4, ya que no creo que tenga mucha lógica que tengan que jugar contra equipos del 13 al 20. El cambio sería que los últimos 4 equipos clasificados, en este caso Brujas, Sporting, Man. City y Celtic, pasen directamente a octavos y jueguen contra los 4 primeros; Brujas v Liverpool, Sporting v FC Barcelona, Man. City v Arsenal y Celtic v Inter. El play-in se puede jugar igualmente con menos equipos y los ganadores a jugar contra los 4 restantes del top 8 en octavos. Sé que es bastante injusto que los últimos pasen directamente a octavos y los otros tengan que hacer el play-in, pero es solo para premiar a los 4 primeros, ya que en teoría son superiores a ellos.","2025-02-28T10:33:07.909143Z",135,3.589,"Irrelevant","2025-02-28T10:33:07.909193Z"
137,"1","La Ventaja de liga solo deberia ser en la primera ronda, y otra cosa que cambiaría seria del 1-16 y ya, saludos","2025-02-28T10:33:11.919539Z",136,2.614,"Irrelevant","2025-02-28T10:33:11.919591Z"
138,"1","que todavía no esté chozas en la intro es criminal","2025-02-28T10:33:18.952912Z",137,5.415,"Irrelevant","2025-02-28T10:33:18.952980Z"
139,"1","Yo la unica solucion que veo es que el 24 se enfrente al 9, 23 al 10, etc. Y despues sorteo directamente puro, todos contra todos: los 8 que pasaron liga y los 8 que han pasado playoff.","2025-02-28T10:33:26.097983Z",138,1.802,"Irrelevant","2025-02-28T10:33:26.098052Z"
140,"1","El futbol nunca a sido justo, y mientras mas injusto sea mas emocionante sera, buscas justicia pero pierdes emocion","2025-02-28T10:33:30.702439Z",139,3.201,"Irrelevant","2025-02-28T10:33:30.702491Z"
141,"1","A mí me ha parecido muy entretenido y competitivo, fue un formato más justo que el anterior ya que todos los equipos tenían chances reales de clasificar","2025-02-28T10:33:35.251700Z",140,2.878,"Positive","2025-02-28T10:33:35.251751Z"
142,"1","Atalanta ha tenido mucha suerte con los rivales que enfrentó en las 8 jornadas y en el playoff puede enfrentar a Brujas o Sporting Lisboa, y en octavos puede jugar contra Lille o Aston Villa, al parecer lo único negativo es que van a tener menos días de descanso.","2025-02-28T10:33:38.280417Z",141,1.475,"Irrelevant","2025-02-28T10:33:38.280468Z"
143,"1","7:12 no se si contara para pifia pero una muetra representativa no hace falta jugar contra todos.","2025-02-28T10:33:42.620111Z",142,2.69,"Irrelevant","2025-02-28T10:33:42.620173Z"
144,"1","Dejen de darle vueltas. Ni los grupos de 4 ni este formato es representativo. Y para mí este formato es algo más representativo que el de los grupos. Por qué? Porque al jugar 8 partidos, la probabilidad que te toquen todos partidos fáciles es es menor a que caigas en un grupo de 4 accesible en los que juegas tan solo contra 3 equipos.
Además, el sistema de tener que quedar mejor ubicado en la tabla general hace que hayan muy pocos partidos en los que no se juegue por algo.
La principal contra de este sistema es la cantidad de partidos y la carga física a los jugadores. El resto es superior al viejo sistema.","2025-02-28T10:33:48.311898Z",143,4.125,"Irrelevant","2025-02-28T10:33:48.311954Z"
145,"1","ª","2025-02-28T10:33:56.551057Z",144,6.544,"Irrelevant","2025-02-28T10:33:56.551152Z"
146,"1","El problema es que quieren hacer cuantos mas partidos mejor, yo haria del 1-16 a octavos y del 17-24 a europa league que lo haria bastante mas interesante pero no habría playoffs y la UEFA no lo aceptaría","2025-02-28T10:33:59.793000Z",145,1.603,"Irrelevant","2025-02-28T10:33:59.793057Z"
147,"1","Es un buen formato pero sería mejor con solo 32 equipos y quitando el playoff","2025-02-28T10:34:03.325510Z",146,2.11,"Irrelevant","2025-02-28T10:34:03.325566Z"
148,"1","Aun prefiero formato de ida y vuelta por grupos para crear emocion grupos de la muerte, era menos partidos pero con mas importancia y valor cada uno jugando para ver de los grupos solo 2 clasificaban","2025-02-28T10:34:10.511080Z",147,5.639,"Neutral","2025-02-28T10:34:10.511131Z"
149,"1","Sin ver el video, pero me encanta el nuevo formato de la Champions, ayer hubo equipos que subieron/bajaron 6-7 puestos y pasaron de estar dentro a no e viceversa","2025-02-28T10:34:15.560309Z",148,3.368,"Positive","2025-02-28T10:34:15.560360Z"
150,"1","Este solo es el primer paso hacia el formato de 2 grupos todos contra todos","2025-02-28T10:34:21.719801Z",149,3.229,"Irrelevant","2025-02-28T10:34:21.719852Z"
151,"1","Ma parece terrible el hecho que el premio de quedar en primer lugar de liga sea un duelo de eliminación con el segundo, ni siquiera es que el que de aquí se enfrente a los que quedaron top 20-24","2025-02-28T10:34:27.467820Z",150,4.121,"Negative","2025-02-28T10:34:27.467874Z"
152,"1","No será un sistema perfecto, pero es mejor que lo que había de lejos. Lo que yo creo es que sobran equipos","2025-02-28T10:34:33.426659Z",151,4.375,"Positive","2025-02-28T10:34:33.426712Z"
153,"1","Respecto a la comparativa de las situaciones de PSG (15) y Brujas (24) yo también creo que es injusto que al 15 le toque el 1 o el 2 en octavos. Sería más justo sacar por sorteo los enfrentamientos entre los 8 primeros de la liga y los 8 clasificados del playoff antes de empezar los octavos (como en el formato de antes, que los enfrentamientos de octavos salían por sorteo)","2025-02-28T10:34:36.420393Z",152,1.626,"Irrelevant","2025-02-28T10:34:36.420445Z"
154,"1","Lo que yo no puedo es con lo de que juegues con unos y con otros no, y encima lo mismo en casa y fuera no en una clasificación de liga. Incluso las eliminatorias se podían hacer como está, pero que el 9 contra el 24, el 10 contra el 23, y así, no este surrealismo absurdo","2025-02-28T10:35:06.831772Z",153,28.857,"Irrelevant","2025-02-28T10:35:06.831827Z"
155,"1","Que se emparejen siempre de acuerdo al resultado en la fase de liga. El mejor posicionado contra el peor. Pasando esa etapa, seguir con ese criterio y así hasta la final. De esa forma se premia al que mejor lo hizo y se incentiva que dejen de rotar jugadores  y jueguen todos en serio cada partido aún estando ya clasificados","2025-02-28T10:35:11.340193Z",154,3.212,"Irrelevant","2025-02-28T10:35:11.340260Z"
156,"1","1er punto: el formato es el mas justo
TODOS juegan contra los mismos equipos del mismo bombo de todos los bombos 1 en vasa y 1 fuera.
Si, comparar dos equipos y sus rivales, pero en grupos si eres del bombo 1 evitas a todos los del bombo 1, y en el 4, no t va a tocar ninguno de ese, y por ejemplo, el Barcelona y el Madrid tocarán grupos distintos asi q lo de los rivales ya ocurría antes.","2025-02-28T10:35:14.516058Z",155,1.795,"Irrelevant","2025-02-28T10:35:14.516108Z"
157,"1","¿Y del formato del bicep de Nacho qué opináis?","2025-02-28T10:35:17.805377Z",156,1.62,"Irrelevant","2025-02-28T10:35:17.805427Z"
158,"1","Si la ronda de Playoffs de 16 fuera a partido único, hubiera domado el formato.","2025-02-28T10:35:20.878594Z",157,1.528,"Irrelevant","2025-02-28T10:35:20.878645Z"
159,"1","Chicos gran video pero me paso por aquí para recordarle a Illie que no se olvide de despedir a Pablo y a Chozas","2025-02-28T10:35:25.761544Z",158,1.958,"Irrelevant","2025-02-28T10:35:25.761597Z"
160,"1","Es posible que esta sea la mejor comunidad de fútbol de todo internet?","2025-02-28T10:35:29.338727Z",159,2.011,"Irrelevant","2025-02-28T10:35:29.338780Z"
161,"1","Lo único que no me gusta del formato es que el 24 tenga la misma importancia que el 9","2025-02-28T10:35:34.018227Z",160,1.808,"Irrelevant","2025-02-28T10:35:34.018278Z"
162,"1","Hombre el Stuttgart algo se jugaba y otros como el Brujas se pudo quedar fuera. Que el resultado final fuera ese no quita la emoción de la última jornada. Yo no soy muy fan del formato, pero reducirlo todo a eliminado o no ......creo que quedar entre los 8 primeros es importante porque te elimina la posibilidad de quedar eliminado antes de tiempo. Carga de partidos aparte. Creo que la emoción que tuvo la última jornada es innegable. Que no nos guste el formato no significa que le neguemos todo. No cojamos el resultado final, sino la previa y el durante. No puedes decir que da lo mismo cuando los banquillos de todos los equipos estaban con los móviles como locos viendo cómo iba variando la clasificación. Y lo de justo o no justo....esto no va de justicia. A mí me parece mal, no injusto, mal que el City con la porquería de Champions que ha hecho siga vivo en la competición. Eso sí.","2025-02-28T10:35:37.215265Z",161,1.636,"Irrelevant","2025-02-28T10:35:37.215314Z"
163,"1","Ostia chavales, si que flipais","2025-02-28T10:35:44.917470Z",162,3.12,"Irrelevant","2025-02-28T10:35:44.917520Z"
164,"1","La solucion de los playoff seria al modelo nfl. Si entras como 1 siempre te enfrentas al peor equipo rankeado, y asi sucesivamente","2025-02-28T10:35:55.716747Z",163,9.368,"Irrelevant","2025-02-28T10:35:55.716824Z"
165,"1","Me da igual vuestra opinión, vengo porque si no os escucho no puedo cagar tranquilo","2025-02-28T10:36:01.497704Z",164,3.68,"Irrelevant","2025-02-28T10:36:01.497766Z"
