id,comment
112,"El play off es justo, tened en cuenta que no es todos contra todos, así te puedes limpiar equipos que hayan tenido suerte en el calendario. Además, la clasificación es muy estrecha, no hay mucha diferencia de puntos entre el 24 y el 8"
113,"A mi me gusta porque:
1) le da la oportunidad a equipos chicos que puedan clasificar.
2) da partidos interesantes en donde  si sacas calculadora puedes terminar saliendo los ejemplos claros: real Madrid y psg.
3) lo mas importante le da un buen premio a los dos mejores equipos.
Dicho esto los dos formatos son malosimos pero este me parece mejor
Ahora con respecto a si es un castigo o no, si lo es y podríamos verlo incluso en este año con el real Madrid que esta siendo castigado por las lesiones y encima tiene dos partidos mas que su perseguidor el atlético, si no administra bien las cargas podria perder la liga por ese ""premio"" como dice nacho"
114,Mi propuesta sería dos grupos de 18 y pasan los 8 primeros de cada grupo a octavos. Y luego enfrentarse 1 vs 8 y así sucesivamente. Quizás puedes meter un sorteo en cuartos/semis.
115,la única opción para mantener el play-in sería imitar el sistema de la NFL. Mantener los mismos cruces de repesca y luego enfrentar el equipo de peor clasificación contra el 1º de la liga y así ir haciendo los cruces de octavos
116,"No estoy de acuerdo en que la anterior champions fuera más justa. Si te tocaba el grupo de la muerte la desviación era doblemente grave porque jugabas dos veces contra los cocos. En un sistema de partido único la probabilidad de que te toquen los cocos es mucho menor. No es lícito comparar las probabilidades intragrupo de la anterior champions, hay que comparar las probabilidades de pasar de todos con todos antes del sorteo de los grupos."
117,"creo que la idea era dejarle fácil la clasificación a los grandes, darle mass posibilidades de llegar a los play off. desde un principio simpre fue competir contra la superliga eso estaba claro."
118,"A mi me gusta bastante este formato la verdad, me lo paso muy bien viendo todos los diferentes enfrentamientos, mejor que las revanchas"
119,CREO QUE EL LUGAR 25 DEBE DAR ALGUN PREMIO COMO REPECHAJE SEGURO EN LA SIGUIENTE CHAMPIONS PARA QUE TAMBIEN LOS 12 ELIMINADOS SE JUEGUEN ALGO
120,"La ubica forma de que la Champions League sea un torneo ""justo"" es que no exista el Azar ni la suerte ni eliminatorias, y para eso se necesita de un formato de liga regular todos contra todos."
121,"Me gusta este formato, o al menos más que el anterior, pero habéis expuesto muy bien las cosas que se tendrían que mejorar."
122,"Me alegra no ser el único que notó el problema de los play-off. La solución es muy sencilla:

1  [2423]
2  [2221]
3  [2019]
4  [1817]
5  [1615]
6  [1413]
7  [1211]
8  [1009]

Definiendo siempre en casa del mejor posicionado. Le da mucho más mérito e importancia a la posición final de la Tabla General."
123,"La decepción es que todos los grandes clasificaron y seguramente los años proximos pase lo mismo. Si mirabas la tabla la penultima fecha parecia que iba a tener un final entretenido, pero despues mirabas los partidos que habia en la ultima fecha y eran todos predecibles. No dejaron ningún partido entre grandes para la ultima fecha."
124,"Pero a los equipos que juegan play off, añade más partidos  a su calendario en el cual pueden aparecer lesiones"
125,"Yo cambiaría la fase de liga por lo siguiente:

- 4 grupos de 8 equipos, donde hayan 2 equipos de cada bombo (habrían 4 bombos), y se enfrenten entre si con solo partidos de ida.
- Se clasifiquen los 4 primeros de cada grupo, te quedan 16 equipos y por lo que luego ya seria lo normal, octavos, cuartos, semis y final.
- El sorteo de octavos lo haría con 4 bombos, donde el bombo de los 1ros se enfrenten al bombo de los 4tos, y el bombo de los 2dos contra el bombo de los 3ros.
- Ya en cuartos de final sorteo el camino hasta el final, y todos los equipos clasificados a cuartos de final en un mismo bombo."
126,"Otra solución que veo a lo de los emparejamientos injustos tras el play-off es que constantemente se tenga en cuenta la clasificación de la liguilla, es decir: que el equipo con mejor clasificación en la liguilla se enfrente en cada ronda al peor clasificado de los que sigue vivo y viceversa. Entonces si el Brujas pasa el play-off le toca directamente contra el Liverpool y si es el Atalanta el que clasifica se enfrenta al Villa"
127,Antes el formato me parecía una mierda. Ahora? Una puta mierda. Saludos a ambos
128,"Este formato solo tendría sentido si pasasen menos equipos, es decir, que directamente pasasen los 4 primeros a cuartos y del 5 al 12 se enfrenten en unos hipotéticos octavos, y que los ganadores se enfrenten en cuartos a los 4 primeros y los perdedores por ejemplo a europa league. Ya después de cuartos sorteo a cara de perro para semis y final.. lo veo más que nada porque solo pasarían 4 y del 5 al 12 tendrían opciones,.pero no 24 que me parecen más de la mitad de equipos que hay"
129,"Me recuerda a mi gloriosa Liga MX.
Clasifican casi todos, al inicio todos se rascan las bol@s, al final se ponen las pilas porque tienen muchas probabilidades de clasificar, y lo que viene es que los peor clasificados eliminana a los primeros y el 1er lugar casi nunca o nunca es campeon.
Es bueno o malo? Si"
130,"A opinión personal, el tema de playoff como ""salvavidas"" para los grandes me parece igual que el ""caer""  la Europa League, donde equipos con United o Barza han agradecido caer en otras temporadas"
131,"Stuttgart vs Paris fue importante también, de hecho uno quedó fuera de ese duelo"
132,"Me parece bien 1 al 16 pero yo diria, los primeros 14, y los ultimos 2 cupos, los disputo entre el 15 vs 18 y el 16 vs 17, para darle mas picante"
133,"Me encanta es te nuevo formato, punto."
134,Me hace gracia que os quejáis de que no es justo pero luego queréis sorteo que es pura suerte
135,"Viendo que a la UEFA le interesa que se juegue el mayor número de partidos mejor, es bastante difícil que hagan solo clasificados desde el núm.16 como muchos decís, en lo que yo estoy de acuerdo. Ahora propongo un pequeño cambio para premiar a los que quedan en el top4, ya que no creo que tenga mucha lógica que tengan que jugar contra equipos del 13 al 20. El cambio sería que los últimos 4 equipos clasificados, en este caso Brujas, Sporting, Man. City y Celtic, pasen directamente a octavos y jueguen contra los 4 primeros; Brujas v Liverpool, Sporting v FC Barcelona, Man. City v Arsenal y Celtic v Inter. El play-in se puede jugar igualmente con menos equipos y los ganadores a jugar contra los 4 restantes del top 8 en octavos. Sé que es bastante injusto que los últimos pasen directamente a octavos y los otros tengan que hacer el play-in, pero es solo para premiar a los 4 primeros, ya que en teoría son superiores a ellos."
136,"La Ventaja de liga solo deberia ser en la primera ronda, y otra cosa que cambiaría seria del 1-16 y ya, saludos"
137,que todavía no esté chozas en la intro es criminal
138,"Yo la unica solucion que veo es que el 24 se enfrente al 9, 23 al 10, etc. Y despues sorteo directamente puro, todos contra todos: los 8 que pasaron liga y los 8 que han pasado playoff."
139,"El futbol nunca a sido justo, y mientras mas injusto sea mas emocionante sera, buscas justicia pero pierdes emocion"
140,"A mí me ha parecido muy entretenido y competitivo, fue un formato más justo que el anterior ya que todos los equipos tenían chances reales de clasificar"
141,"Atalanta ha tenido mucha suerte con los rivales que enfrentó en las 8 jornadas y en el playoff puede enfrentar a Brujas o Sporting Lisboa, y en octavos puede jugar contra Lille o Aston Villa, al parecer lo único negativo es que van a tener menos días de descanso."
142,7:12 no se si contara para pifia pero una muetra representativa no hace falta jugar contra todos.
143,"Dejen de darle vueltas. Ni los grupos de 4 ni este formato es representativo. Y para mí este formato es algo más representativo que el de los grupos. Por qué? Porque al jugar 8 partidos, la probabilidad que te toquen todos partidos fáciles es es menor a que caigas en un grupo de 4 accesible en los que juegas tan solo contra 3 equipos.
Además, el sistema de tener que quedar mejor ubicado en la tabla general hace que hayan muy pocos partidos en los que no se juegue por algo.
La principal contra de este sistema es la cantidad de partidos y la carga física a los jugadores. El resto es superior al viejo sistema."
144,ª
145,"El problema es que quieren hacer cuantos mas partidos mejor, yo haria del 1-16 a octavos y del 17-24 a europa league que lo haria bastante mas interesante pero no habría playoffs y la UEFA no lo aceptaría"
146,Es un buen formato pero sería mejor con solo 32 equipos y quitando el playoff
147,"Aun prefiero formato de ida y vuelta por grupos para crear emocion grupos de la muerte, era menos partidos pero con mas importancia y valor cada uno jugando para ver de los grupos solo 2 clasificaban"
148,"Sin ver el video, pero me encanta el nuevo formato de la Champions, ayer hubo equipos que subieron/bajaron 6-7 puestos y pasaron de estar dentro a no e viceversa"
149,Este solo es el primer paso hacia el formato de 2 grupos todos contra todos
150,"Ma parece terrible el hecho que el premio de quedar en primer lugar de liga sea un duelo de eliminación con el segundo, ni siquiera es que el que de aquí se enfrente a los que quedaron top 20-24"
151,"No será un sistema perfecto, pero es mejor que lo que había de lejos. Lo que yo creo es que sobran equipos"
152,"Respecto a la comparativa de las situaciones de PSG (15) y Brujas (24) yo también creo que es injusto que al 15 le toque el 1 o el 2 en octavos. Sería más justo sacar por sorteo los enfrentamientos entre los 8 primeros de la liga y los 8 clasificados del playoff antes de empezar los octavos (como en el formato de antes, que los enfrentamientos de octavos salían por sorteo)"
153,"Lo que yo no puedo es con lo de que juegues con unos y con otros no, y encima lo mismo en casa y fuera no en una clasificación de liga. Incluso las eliminatorias se podían hacer como está, pero que el 9 contra el 24, el 10 contra el 23, y así, no este surrealismo absurdo"
154,"Que se emparejen siempre de acuerdo al resultado en la fase de liga. El mejor posicionado contra el peor. Pasando esa etapa, seguir con ese criterio y así hasta la final. De esa forma se premia al que mejor lo hizo y se incentiva que dejen de rotar jugadores  y jueguen todos en serio cada partido aún estando ya clasificados"
155,"1er punto: el formato es el mas justo
TODOS juegan contra los mismos equipos del mismo bombo de todos los bombos 1 en vasa y 1 fuera.
Si, comparar dos equipos y sus rivales, pero en grupos si eres del bombo 1 evitas a todos los del bombo 1, y en el 4, no t va a tocar ninguno de ese, y por ejemplo, el Barcelona y el Madrid tocarán grupos distintos asi q lo de los rivales ya ocurría antes."
156,¿Y del formato del bicep de Nacho qué opináis?
157,"Si la ronda de Playoffs de 16 fuera a partido único, hubiera domado el formato."
158,Chicos gran video pero me paso por aquí para recordarle a Illie que no se olvide de despedir a Pablo y a Chozas
159,Es posible que esta sea la mejor comunidad de fútbol de todo internet?
160,Lo único que no me gusta del formato es que el 24 tenga la misma importancia que el 9
161,"Hombre el Stuttgart algo se jugaba y otros como el Brujas se pudo quedar fuera. Que el resultado final fuera ese no quita la emoción de la última jornada. Yo no soy muy fan del formato, pero reducirlo todo a eliminado o no ......creo que quedar entre los 8 primeros es importante porque te elimina la posibilidad de quedar eliminado antes de tiempo. Carga de partidos aparte. Creo que la emoción que tuvo la última jornada es innegable. Que no nos guste el formato no significa que le neguemos todo. No cojamos el resultado final, sino la previa y el durante. No puedes decir que da lo mismo cuando los banquillos de todos los equipos estaban con los móviles como locos viendo cómo iba variando la clasificación. Y lo de justo o no justo....esto no va de justicia. A mí me parece mal, no injusto, mal que el City con la porquería de Champions que ha hecho siga vivo en la competición. Eso sí."
162,"Ostia chavales, si que flipais"
163,"La solucion de los playoff seria al modelo nfl. Si entras como 1 siempre te enfrentas al peor equipo rankeado, y asi sucesivamente"
164,"Me da igual vuestra opinión, vengo porque si no os escucho no puedo cagar tranquilo"
165,"ojala esto sea un punto de inflexión y provoque que al haber tantos partidos sin interés/en los que no hay nada en juego, no se genere la cantidad de dinero esperada, los jugadores no paren de lesionarse y por lo tanto acepten una rebaja salarial masiva (un límite por reglamento que afecte a todos) y que los clubes no busquen más partidos innecesarios con tal de sacar más dinero, todo esto generando un cambio de formato a algo que se asemeje al ideal colectivo."
166,"Ayer hubo mucho más de 2 partidos en los que se jugaba la clasificación : City-Brujas y Dinamo-Milan, pero también Stuttgart-PSG, Juve-Benfica y Sporting-Bologna. El nuevo formato tiene muchas pegas, pero sí es emocionante."
167,"La Uefa subió un video con los cambios de posiciones a lo largo de la ultima jornada, es impresionante cómo todos se movían y cuánto cambiaba…
Para que al final de cuentas, 22 de los 24 equipos que empezaron en los puestos de clasificación, terminaran donde mismo"
168,"Demasiados equipos!
Reduzcanla a 24 equipos 
Quiten los play offs 
Y te queda una Champions de ensueño"
169,"Dejando de lado si me gusta o no el formato, creo importante reconocer que varias de las críticas hacia ""el playoff y las chances de ganar a pesar de"" deberían ser consideradas en la historia de la relación Champions-Europa League.
Hay pros y contras, pero aún así estuvieron siempre allí."
170,"Yo sinceramente pensaba que el formato iba a ser peor, me ha sorprendido para bien, luego bien, prefiero el anterior formato"
171,Si pasarán 16 equipos habría más emoción en la última fecha y no solo emoción por tantos partidos simultáneos
172,"La verdad es que, si bien es cierto que no es un formato perfecto ni pulido hasta ahora, el argumento de ""Es que no es justo para todos"" lo he escuchado en todas partes y lo cierto es que ¿Cuándo el fútbol ha sido justo? ¿Es más justo que en una fase de grupos convencional el Madrid siempre juegue contra el Sheriff? y que encima después en octavos por sorteo juegue contra el Estrella Roja?... El fútbol es así de injusto y punto y no hay formato que valga para cambiar eso. Al menos aquí los equipos se juegan la vida en todos los partidos, no hacen cálculos sabiendo que partidos pueden perder y cuáles no. Ya me vienen que el primer lugar del Liverpool en este formato es menos meritorio que el PSG porque tuvo enfrentamientos más difíciles... por Dios..."
173,"Tengo años sufriendo ese formato en México, que no les sorprenda que el City teniendo una primera ronda mediocre se cuele hasta las semifinales o incluso vuelva a quedar campeón."
174,"Recuento apariciones en videos LMI 2025:

Videos: 29

Nacho Fantasma González: 19

Pablo Despedido Espinosa: 15

Andrés Pifias Weiss: 11

Ilie Sexy Oleart: 9

El Mago Chozas: 5

Javi de ABT: 1

Marc Paella Cucurella: 1

No se cuenta el detras de camáras de Jesús y Chozas (los mejores) ni tampoco los videos de miembros"
175,"Me ha encantado el vídeo y como os explicáis. Y os digo esto desde la perspectiva que considero que este formato no es peor que el anterior (tampoco mejor) bajo mi punto de vista.
Creo que hay una forma distinta de verlo que es que estos próximos 16avos de final es como continuar la fase de grupos. Aunque entiendo todos los argumentos en contra (nadie quiere más partidos para los jugadores). Para mí con este formato nos hemos librado de que las últimas dos jornadas solo hubiera un grupo con suerte que estuviera interesante :/"
176,"No está mal que un torneo sea injusto, considerando que es imposible que un torneo de eliminación directa sea realmente justo. Ahora, se vendía que iban a ser partidos más emocionantes, y aunque la calidad de los equipos permitió partidos geniales, la última fecha no le importaba a nadie más que al City y al Dynamo, porque si bien quedar entre los primeros 8 era un handicap a favor, ya con estar clasificado basta y sobra. 
¿En la fase de grupos anterior pasaba? Hasta cierto punto si, pero equipos como el Barcelona 2021-2022, Atlético 2018, United 2024 se quedaron afuera en ese formato, y en este formato nuevo era practicamente imposible que algo así pasara (tal como sucede con el City, que ganó solo sus partidos fáciles, e igual clasificó entre los últimos).

Veremos si el playoff realmente es significativo. Al final cada partido es único, y hay varios equipos grandes que jugaron bastante mal y tendrán una oportunidad extra de avanzar a la siguiente ronda."
177,pues para mi es lo mejor que le ha pasado a la Champions desde que tengo memoria
178,"Me faltan escoceses, por lo demás perfecto nene "
179,"Sin entrar en que hay que hacer cambios para mejorarlo y que el ejemplo del city es perfecto en cuanto a que se clasifican ganando 3 partidos de ocho contra rivales flojos, tenemos el ejemplo del año pasado en el que en 4 de los 8 grupos, el segundo clasificado gana 2 de 6 partidos, y se clasifican directamente a octavos, en este caso, aunque sea una repesca y una oportunidad demas, los 5 equipos que se clasifican con menos de la mitad de victorias, lo hacen a dieciseisavos"
180,no tirarás a los grandes pero luego jugarán contra los mejores. Es totalmente justo. Con los grupos si que no tiraban a nadie
181,"32 equipos, dieciseisavos de final ida y vuelta, un solo bombo con todos los equipos y a jugar"
182,"1-16 se efrenta último Vs primero y a partir de cuartos sorteo a suerte, 17-24 Europa league"
183,"La verdad es que me parecen la mayoría quejas muy quisquillosas. Lo de que con el 70% haya 25% eliminados... a quién le importa, francamente? Dónde está el problema?"
184,"bueno pues es un formato de LIGA para un torneo llamado champions LEAGUE. El formato anterior era de copa, no tengo postura pero al menos ahora honra su propio nombre."
185,"nos hemos tragado 144 partidos para que las cosas esten casi igual , solo estan fuera los malos que se esperaba ya"
186,"Si estás acostumbrado a ver deporte estadounidense, el formato te tiene que gustar , se puede mejorar pero está muy interesante"
187,"14:10 Se supone que se eligió hacerse así para evitar ""malos entendidos"" ya que permitiría que varios equipos arreglen partidos y resultados en la última fecha"
188,Estais flipaos. Partidazos por doquier y equipos jugandose todo hasta el final.
189,"18 partidos en un dia y ninguno me intereso lo mas minimo, creo que mierntras menos partidos mejor, eso si da emoción"
190,"El mejor formato para tantos equipos es una especie de suizo que usaron en el mundial de LoL este año, en el que empieza todo el mundo en un mismo bombo y te vas enfrentando todo el rato con los que tengan las mismas victorias y derrotas que tu, y que el primero en llegar a 3 victorias pasa de la liga y que cuando pierdes 3 partidos te vas a tu puta casa (en el caso del LoL estos partidos de los que van 3-0 y 0-3 juega un bo3 pero para el futbol para mi lo mejor es a un solo partido)"
191,"Para el formato es mejorable pero yo creo que el video tiene varios sesgos y de muestras estadistica mucho no saben estos, yo creo que si pulen algunos aspectos la champions seria mejor, y las competencias como estas nunca seran justas en fase de grupos, ligas o lo que sea, bueno pero es su ""opinion"""
192,"El año pasado el City pasó octavos ganando al Leipzig, Young boys y Estrella roja  "
193,"El problema es que sobran equipo, los 10 últimos no deberían jugar en la Champions"
194,El camino para que Wile Kalker juegue todos los partidos
195,"34:00 y asi darle ventaja en las ligas 
A todos los clubes que fueran eliminados jajajaja vaya tela tio"
196,"Y si hacen un formato como la NBA? Liguilla todos contra todo a ida y vuelta, luego playoff por clasificación premiando la posición. Eso si habría que reducir los equipos por que si no te vas a 68 partidos y aun falta playoff. Y para los equipos que se clasifican a la champions seguiría haciendo liga nacional de fin de semana y asi decides quien va. Habría que afinar pero yo creo que copiar algo como la NBA con lo bien que funciona sería algo a pensar"
197,100% de acuerdo
198,Se podría hacer que del 16 al 24 bajen a UEL por ejemplo
199,"acá en Uruguay, con el formato anterior, ver la fase de grupos de la Champions era una cosa emocionante que la mayoría seguía. ahora no conozco a UNO que siga el formato, que lo entienda o le interese. todos esperamos por los play off, en esta fase 0 emoción"
200,"La primera incongruencia es llamar ""Champions League"" a una competición donde juegan equipos que no han ganado la Liga nacional de la temporada pasada. Ni siquiera la Copa. Lo siento, el formato bueno era el tradicional. Solo los campeones y a sorteo puro. Y si tocaba un Liverpool-R. Madrid en la primera ronda, mala suerte. Pero ahora todo se basa en el dinero. Así nos va."
201,"Yo creo que  lo del playoff si es fácil de solucionar. Premiando al top 8: de los que ganen el playoff se hace clasificación por número en la liga regular, el último contra el uno y el primero con el 8"
202,"BUENA PREGUNTA, CUANTOS SOBREVIVIERON DE CADA BOMBO"
203,"Uuuuufff espero que este comentario no suene demasiado duro pero discrepo con varias cosas.

Primero que nada me encanta el canal y veo casi todos los videos, gran trabajo.

El formato de la champions actual no es perfecto y esta lejos de serlo, pero el hecho de que se haya cambiado algo ya es ganancia, al menos el ver como funciona el formato le dio otro gusto a la champions este año y dejo atras esos partidos de grupo que a pocos les importaban, porque después de la jornada 4 ya estaba casi todo dicho.

Algunos argumentos que usan como el ""te dejo afuera un equipo con el que no jugaste""..... En copas del mundo quedaste tercero y otro quedó con mejor puntuación igual te elimina y no jugaste con él y no veo a nadie perdiendo la cabeza por eso. En serio chicos mientras escuchaba el video parecia que eran repoertores de 70 años que les cambiaron el formato que ya conocian.

En fin espero no se lo tomen a mal, siempre con la idea de aportar otro punto de vista.

Por último: muestra represntativa........ Es justamente tomar una muestra de un universo/todo....... Como en las encuestas no se toman a todos los ciudadanos se un pais...... Sino a una ""muestra representativa"" del mismo....... "
204,"para mi estaria bien y quedarian quizas menos contentos pero agraciados los clubes grandes si solamente entran de forma directa 16 equipos, y va bajando a las otras competiciones los siguientes ocho hacia uefa, y de uefa a conference. Los de conference quedarian eliminados directamente tambien para darle un poco de emocion a esa competicion que no la quiere ni dios"
205,"Yo era muy crítico, pero ahora estoy encantado. Me gusta bastante."
206,4 grupos de 9 equipos todos contra todos a 2 partidos solo se califican los 4 primeros sería emocionante
207,"Básicamente lo mismo de otros años pero con más partidos, una castaña, Nacho fantasma y despidan a Pablo"
208,"Pablo dice que jugar contrs un equipo más difícil, para luego tener uno más fácil no es un favor, sino que es un regalo porque ""no te lo mereces"".
O sea, un favor es algo que me merezco y un regalo no?
#pifiasLMI"
209,"Y en los octavos de final, si el 24 le gana al 9, toma esa posición! Es igual que en los torneos de tenis. Si en octavos, el 12 le gana al quinto, luego va a jugar cuartos con el cuarto. Mientras que el octavo si le gana al noveno, le tocará jugar contra el primero. Es así, no le busquen el pelo al huevo!!"
210,Jugó ayer Wyle Kalker?
211,"Yo volaría los playoffs. Al principio me parecía bastante malo el formato (de hecho ya venía renegando con él en el FM), pero no esta tan mal.

Saludos amigos."
212,"Minuto 1:05  del  video la verdad que no me gusta nada este formato, es una peste fuerte basura absurda y que no se necesitaba este cambio.
Aun así vamos Liverpool  saludos  LMI desde Costa Rica
Fin del video concuerdo con ambos y yo sería más duro con el formato y solo sería de equipos campeones de sus ligas qué ya el mismo nombre de la competición lo dice CHAMPIONS LEAGUE"
213,"Seria mejor de 16 equipos, ahi si los equipos se pondrian nerviosos."
214,"Hola!! Quería dar mi humilde opinión. Habiendo cosas evidentes a mejorar en este formato, lo veo una mejora sustancial con lo anterior. 
No estoy de acuerdo con la mayor parte de puntos negativos que exponeis, aunque para mí, como decís, después de los partidos de playoff debería de jugar el equipo que más abajo quedó y haya pasado con el equipo del top 8 que más arriba haya clasificado (de hecho no haría falta ni sorteo después de playoff con esto) y que el calendario está muy cargado (pero aquí yo eliminaba supercopas, mundial de clubes y demás trofeos que no tienen prácticamente importancia, así como giras por países superlejanos que matan a los jugadores).
Lo que no entiendo, ¿cómo va a ser un favor meterse en playoff? Es totalmente un castigo por no meterse en el top 8. El playoff lo que hace es añadir mucho valor a meterse entre estos 8 primeros y saltarse ahora una eliminatoria que lo más probable es que sea bastante dura, además de que cuanto más arriba quedes tienes el factor cancha durante más eliminatorias. Además,  si no existiese este playoff y viendo que incurris bastante en que los partidos son intrascendentes, ¿qué trascendencia tendría las últimas jornadas para los equipos entre el 20 y el 30 que esta jornada estaban jugándose el todo por el todo? Volverías otra vez a los mismos problemas del formato anterior. Em conclusion con esto, entiendo que digáis que es un favor para el City por ejemplo, ¿pero para la Atalanta que quedó novena esto es un favor?
Por otra parte, como es imposible que todos jueguen contra todos, el playoff sirve como elemento regulador del efecto de que el calendario no sea equitativo para todos y que un equipo no quede eliminado de primeras sólo por tener un calendario más duro. 
Además, si lo que se hace es comparar con el formato anterior lo más justo sería ver qué equipos se clasifican a octavos y no con los que pasan de ronda ahora (los PO + liga lo contaría como uno) por lo que aquí también se eliminaría al 50% de los equipos y sí que es bastante más probable que caigan equipos grandes (de hecho caerán seguro City, Madrid o Bayern cosa que con el formato anterior es imposible, ya que con ganar a los equipos de bombo 3 y 4 les daba de sobra para pasar, algo que ocurrió en muchísimas ocasiones).
Por último, al formato anterior era algo a lo que había que darle una vuelta sí o sí. La última jornada e incluso la anterior en muchos grupos era casi siempre intrascendente y con suplentes, estando casi todos clasificados salvo el caso de 2  de los 8 grupos.El Madrid y Bayern por ejemplo jamás han caído en fase de grupos del formato anterior (de hecho el Bayern llevaba 41 partidos seguidos de fase sin perder y el año pasado el Madrid en el tercer partido estaba clasificado) y el City desde su primera temporada en champions no cae en grupos"
215,"Existe un formato en una liga que es similar a la nueva Champions, que es el chiste que es la Liga MX (en Mexico) donde su formato es similar donde el lugar 10 fácilmente puede ser campeón, es como dicen es premiar a tu hijo el mas flojo con solo estudiar un par de dias  puede ganar el Diploma de reconocimiento que tu otro hijo que estudia a diario hace todos sus trabajos."
216,"“Eso no es una liga”

Literalmente son todas las ligas desde la jornada 1 hasta la penúltima."
217,A mi sinceramente me ha gustado. Entiendo que es injusto... pero ha hecho que este pendiente de muchos más partidos y rivales ya que pasas de una liga de 4 a una de 36...
218,"Os habéis dejado un punto que me parece bastante importante, que te puedas cruzar con otro equipo de tu mismo país en dieciseisavos, puede pasar que en cuartos solo quede 1 equipo Italiano por ejemplo"
219,"Todo el argumento de ""es injusto"" se cae porque TODOS tienen un calendario de 8 partidos y TODOS juegan partidos con rivales de todos los bombos, la ""justicia"" que tanto buscan es meramente imposible"
220,"No he visto el video, pero seguro que Pablo va a tentar su suerte proponiendo la venta de Isak frente a “prohibido hacer videos del Newcastle” Nacho."
221,Más partidos que no van a ningún sitio. El año que viene 100 lesiones de cruzado más.
222,Lo que más me gusta de este formato es que con la carga de partidos está mas cerca que se carguen el fútbol de selecciones en medio de la temporada y mandarlo a junio-julio.
223,"No entiendo la narrativa de los equipos pequeños, me estás diciendo que prefieres que pase el brujas, que lo más probable es que pierda en la primera eliminatoria, a que pase el Manchester city que puede llegar más lejos. Todo el mundo está a favor de esta narrativa pero después cuando hay una eliminatoria como Lyon-Bayern en 2020 en semifinales, la gente ya sabe quien va a pasar y le quita emoción"
224,"Antes de que empezará la Champions era muy escéptico y me parecía una basura de sistema. He de decir que, después de verlo, si bien me parece que no es perfecto, creo que mejora el sistema anterior. La gente habla de que no ha habido tantas sorpresas, pero la realidad es que si vemos las fases de grupos de años anteriores, en 6 de cada 8 grupos el orden era exactamente el que podíamos anticipar después del sorteo, y máximo podía haber un grupo de la muerte. Con el sistema anterior, el Aston Villa o el Lille jamás hubieran podido quedar entre los 8 primeros, mientras que se han quedado fuera y van a tener que pasar por una fase previa City, PSG, Madrid, Juventus y Bayern. De entre Bayern Madrid y City, 3 de los 5 favoritos antes de empezar la temporada, mínimo 1 se va a quedar fuera de los octavos. Lo que me parece muy mejorable y bastante incomprensible es lo de los cruces, que como habéis explicado no tiene sentido. Para mi, debería ser con el sistema de Playoffs de la NFL: una vez pasen los 8 equipos de la ronda previa, que el 1º de la fase de grupos (Liverpool) se enfrente al equipo clasificado que peor haya quedado de los que ha pasado en esta fase previa, el 2º al segundo peor que haya pasado y así sucesivamente."
225,"Tendrias que considerar 16s como fase de grupos cuando hablais de equipos clasificados o eliminados. Pensadlo: bayern, madrid o city NO estaran en octavos"
226,Y el formato de dar de baja a Pablo cuando lo graban?
227,"Por mi que hagan 12 partidos en la fase de liga (tres equipos de cada bombo) y ya solo pasan los ocho primeros a cuartos de final y se acabó. Es jodido que cualquiera que no este dentro de esos ocho mejores pueda quedar campeón al final. Se llama Champions LEAGUE, es decir, LIGA."
228,¿Grupos de 6'a una sola vuelta en la que solo pasen los dos primeros? ¿Cuanto tardarás en darte cuenta de que eso son 5 partidos? Número impar.... Partidos en casa y fuera.... ¿Lo has pillado ya?
229,"Formato suizo y que se eliminen la mitad. Listo.
Yo probaría el otro año ese formaro y ver si funciona o no. Deben seguir probando año a año hasta encontrar un formato ideal.
Estot con Pablo, no me gustó nada del formato actual. Lo de representativo de Nacho, tiene sentido sí, pero no me convence tanto.
Ahora, con este formato no solo se clasifican un grande como Madrid o City rindiendo pésimo, sino que también se clasifican equipos que con el formato anterior era más difícil verlos pasar, pero eso no quiere decir que me convenza el formato."
230,"El problema que veo es que no se animen a crear una liga de verdad, no un torneo, una liga de toda la vida sin eliminatorias, entiendo que ya sería sobreexplotación a los futbolistas, pero si nos ceñimos a demostrar quién es el mejor de Europa, entonces no se puede hacer un formato tan aleatorio. Por supuesto esto lo comento sin demeritar a los que hayan ganado competencias de eliminatorias, a veces si es el mejor de los que hay quien la gana, y si no, es de los mejores."
231,¡ El problema de la champions es que la FIFA ven el fútbol cómo un medio de entrenamiento y no lo ven Como un deporte!
232,"A mi me gustó el nuevo formato entiendo que es injusto, pero en lo personal me a emocionado, usualmente solo estoy pendiente de los partidos de mi equipo, pero este año me vi muchos más por la narrativa generada (man city, psg)."
233,"Comparto casi todo. A su vez creo que no es tan malo como se dice. Es un formato que no me gusta, pero bueno, está bien. Es la Champions."
234,"Si mañana el Arsenal le toca con el Inter o un equipo top. Me cagare mil veces en este formato, es que ya no soporto jajaja"
235,"A mi me parece un formato diseñado para que no se quede ningún grande , da muchas oportunidades para enderezar el camino."
